question,golden_text,retrieved_chunks,precision,recall
What were the main characteristics of the armor used on the ship Atlanta?,"Her armor was backed by 3 inches ( 76 mm ) of oak , vertically oriented , and two layers of 7 @.@ 5 inches ( 191 mm ) of pine , alternating in direction  The upper portion of Atlanta 's hull received two inches of armor ","{'unds ( 4 @,@ 130 kg ) with 80 @-@ pound bolts and 64 @-@ pound ( 29 kg ) shells . Atlanta was also armed with a 20 @-@ foot ( 6 @.@ 1 m ) , solid iron , ram that was reinforced by a series of vertical', ""it either Union ship , and was hard aground with high tide not due for another hour and a half . Weehawken and Nahant were able to freely maneuver into positions from which the Atlanta 's narrow gun p"", 's . The ship was commissioned on 22 November and became the flagship of Flag Officer Josiah Tattnall , commander of the naval defenses of Georgia . Under pressure from Mallory to engage the blockading', 'yed on the James River supporting Union forces there . The ship was decommissioned in 1865 and placed in reserve . Several years after the end of the war , Atlanta was sold to Haiti , but was lost at ', ""( 2 @.@ 59 m ) above the waterline . The pyramidal pilothouse was armored in the same way and had room for two men . The upper portion of Atlanta 's hull received two inches of armor . \n The rectangul""}",0.14615384615384616,0.5588235294117647
What are the published works of the Gambia women's national football team?," The Gambia women 's national football team represents the Gambia in international football competition  The team , however , has not competed in a match recognised by FIFA , the sport 's international governing body , despite that organised women 's football has been played in the country since 1998  The Gambia has two youth teams , an under @-@ 17 side that has competed in FIFA U @-@ 17 Women 's World Cup qualifiers , and an under @-@ 19 side that withdrew from regional qualifiers for an under @-@ 19 World Cup ","{""ater opportunity in Europe or the United States . \n Gambia 's national football association was founded in 1952 , and became affiliated with FIFA in 1968 . Football is the most popular women 's sport "", ""pionship in 2002 . The Gambia 's first match was against Morocco , but the team withdrew from the competition . \n = = Background and development = = \n The development of women 's football in Africa fa"", ""onal football team = \n The Gambia women 's national football team represents the Gambia in international football competition . The team , however , has not competed in a match recognised by FIFA , th"", ""e sport 's international governing body , despite that organised women 's football has been played in the country since 1998 . The Gambia has two youth teams , an under @-@ 17 side that has competed i"", ""was active on both the national and scholastic levels by 2009 . There are four staffers dedicated to women 's football in the Gambia Football Association , and representation of women on the board is ""}",0.46808510638297873,0.8461538461538461
What educational path did Cicely Mary Barker take in her early years?,"Barker 's art education began in girlhood with correspondence courses and instruction at the Croydon School of Art  In 1908 at 13 years , she entered an evening class at the Croydon School of Art , and attended the school into the 1940s ","{'ntinue secular and sacred works , which she did . \n Barker continued to attend evening classes at the Croydon Art School between the 1920s and the 1940s , eventually receiving a teaching position . Sh', ' that a winter collection was assembled from her remaining work and published posthumously . \n = = Biography = = \n = = = Early life = = = \n Barker was born the second daughter and youngest child of Wa', 'd works = = = \n Barker was a devout Christian , and produced religious @-@ themed works throughout her life . She published eight postcards and five guardian angel birthday cards for the Society for P', 'ofessional work = = = \n Barker took correspondence courses in art , probably until about 1919 . In 1908 at 13 years , she entered an evening class at the Croydon School of Art , and attended the schoo', ' , and belonged to the lower end of the upper middle class . A nanny , a governess , and a cook to prepare special meals for Barker were hired . She spent much time in bed at home amusing herself with'}",0.22321428571428573,0.78125
What is the purpose of the sundial in the Meridian Room?,"The sundial consisted of a straight line in white marble running across the floor in a north @-@ south direction , intended to measure the height of the Sun at noon according to the seasons of the year  The observations made with the sundial provided essential confirmation of the need to reform the Julian calendar","{'he famous Sundial Room or Meridian Room , which was initially an open loggia . Pope Urban VIII had it enclosed and it was subsequently decorated with long sequences of frescoes painted between 1580 an', 'instrumentation for the observation of the sun rays falling over it consisted of a meridian line designed by Ignazio <unk> of Perugia . It was in the form of a circular marble plate in the centre , em', ' but sophisticated <unk> which was fixed to the ceiling of the Meridian Hall . These were created by Ignazio <unk> , the papal <unk> , in association with the Gregorian Calendar Reform . The sundial c', 'vations made with the sundial provided essential confirmation of the need to reform the Julian calendar . The <unk> , in contrast , was a complex mechanism attached to the ceiling which was used to me', 'd 1582 by Simon Lagi and the two Flemish artists Paul and Matthijs <unk> . Today the tower has paintings by Cristoforo Roncalli and <unk> da Siena . \n The Sundial Room , also called the Meridian Hall '}",0.18691588785046728,0.5128205128205128
What actions did the NHL take to investigate the clock pause?,"To determine the true cause of the clock pause , the NHL launched an investigation , talking with the clock 's manufacturer and interviewing Staples Center staff ","{' that the outcome of the game could not be changed , and that the delay was not noticed by the off @-@ ice officials or the situation room in Toronto . To determine the true cause of the clock pause ,', 'hat , "" Either there was a deliberate stopping of the clock or the clock malfunctioned . "" NHL Senior Vice President of Hockey Operations Colin Campbell stated that the Blue Jackets were wronged , but', "" the NHL launched an investigation , talking with the clock 's manufacturer and interviewing Staples Center staff . \n Two weeks prior to the NHL trade deadline , Columbus announced that unlike earlier"", 'n a power play at Staples Center and with a mad scramble around our net in the dying seconds of the third period of a 2 – 2 hockey game that the clock stopped for at least one full second , "" adding t', ' involved in a controversial loss to the Los Angeles Kings , when the Staples Center clock appeared to freeze at 1 @.@ 8 seconds allowing the Kings time to score the tying goal , before winning in ove'}",0.1864406779661017,1.0
What were the significant events in the operational history of the USS Atlanta during the American Civil War?,"Atlanta was a casemate ironclad that served in the Confederate and Union Navies during the American Civil War After several failed attempts to attack Union blockaders , the ship was captured by two Union monitors in 1863 when she ran aground  Atlanta was floated off , repaired , and rearmed , serving in the Union Navy for the rest of the war  She spent most of her time deployed on the James River supporting Union forces there","{' @.@ 4 km ) of the two Union ships , she fired one round from her bow gun that passed over Weehawken and landed near Nahant . Shortly afterward , Atlanta ran aground on a sandbar ; she was briefly abl', 'as captured by two Union monitors in 1863 when she ran aground . Atlanta was floated off , repaired , and rearmed , serving in the Union Navy for the rest of the war . She spent most of her time deplo', ""it either Union ship , and was hard aground with high tide not due for another hour and a half . Weehawken and Nahant were able to freely maneuver into positions from which the Atlanta 's narrow gun p"", 'yed on the James River supporting Union forces there . The ship was decommissioned in 1865 and placed in reserve . Several years after the end of the war , Atlanta was sold to Haiti , but was lost at ', 've been made since . \n = = Major intersections = = \n = USS Atlanta ( 1861 ) = \n Atlanta was a casemate ironclad that served in the Confederate and Union Navies during the American Civil War . She was '}",0.4098360655737705,0.8771929824561403
What are the names of the main female protagonists in the two manga adaptations of Valkyria Chronicles III?,"Two manga adaptations were produced , following each of the game 's main female protagonists Imca and Riela ","{""the development team considered Valkyria Chronicles III to be the series ' first true sequel : while Valkyria Chronicles II had required a large amount of trial and error during development due to the"", 'ng with an expanded edition in November of that year . It was also adapted into manga and an original video animation series . Due to low sales of Valkyria Chronicles II , Valkyria Chronicles III was ', ' = Valkyria Chronicles III = \n Senjō no Valkyria 3 : <unk> Chronicles ( Japanese : 戦場のヴァルキュリア3 , lit . Valkyria of the Battlefield 3 ) , commonly referred to as Valkyria Chronicles III outside Japan ,', ""lowing each of the game 's main female protagonists Imca and Riela . They were Senjō no Valkyria 3 : Namo <unk> <unk> no Hana ( 戦場のヴァルキュリア3 <unk> , lit . Valkyria of the Battlefield 3 : The Flower of "", ' for the PlayStation 4 . \n = = Gameplay = = \n As with previous <unk> Chronicles games , Valkyria Chronicles III is a tactical role @-@ playing game where players take control of a military unit and ta'}",0.13861386138613863,0.7777777777777778
What steps did John P. McConnell mention in a letter around the trade deadline and the Entry Draft?,"He added that action would be taken around the trade deadline , the Entry Draft and free agency to take the team in a new direction ","{' that a trade request was ever made , and they were unsure where the reports were coming from . With the trade deadline approaching , speculation picked up on the Blue Jackets trading Carter . Reports', ' in the season , they would listen to trade proposals involving Rick Nash , though they were not actively shopping him . Howson stated that the team was open to all options for improving the team , in', 't @-@ round draft choice , the eighth overall , and their third @-@ round pick in the 2011 Draft to the Philadelphia Flyers in exchange for Carter . The trade received a positive response in Columbus ', 'tration . He added that action would be taken around the trade deadline , the Entry Draft and free agency to take the team in a new direction . When speaking of the season , McConnell stated "" disappo', 'n with the General Government , "" Totten responded to this by telling the Governor that his orders came from the United States Government and began a desperate but ultimately futile dispatch of letter'}",0.21238938053097345,1.0
What were the outcomes of the 2012 NHL Entry Draft lottery for the Columbus Blue Jackets?,"Consequently , they had the best chance to receive the first overall selection in the 2012 NHL Entry Draft lottery , but lost out to the Edmonton Oilers and received the second pick instead ","{""leapfrog Columbus and secure the number one draft pick for a third consecutive year . It was the fifth time that the Blue Jackets were dropped one draft position in the franchise 's 12 lottery partici"", ""in the 2012 draft . With the NHL 's weighted draft lottery the Blue Jackets had a 48 @.@ 2 % chance of drafting first overall . However , the lottery was won by the Edmonton Oilers , who proceeded to "", ""1 – 12 Columbus Blue Jackets season = \n The 2011 – 12 Columbus Blue Jackets season was the team 's 12th season in the National Hockey League ( NHL ) . The Blue Jackets ' record of 29 – 46 – 7 [ note 1"", 'ly , they had the best chance to receive the first overall selection in the 2012 NHL Entry Draft lottery , but lost out to the Edmonton Oilers and received the second pick instead . \n The Blue Jackets', ' were that Columbus was trying to trade Carter and that he was "" 100 percent available . "" \n At the halfway point of the season , with the Blue Jackets barely into double digit wins with an 11 – 25 – '}",0.2523364485981308,0.9642857142857143
What were the consequences for the Columbus Blue Jackets after losing to the Edmonton Oilers 6-3?,"They immediately matched their four @-@ game win streak with a four @-@ game losing streak and with ten games remaining , the Blue Jackets were the first team eliminated from playoff contention  Shortly after being eliminated , they were defeated by the Edmonton Oilers 6 – 3 ; the loss clinched last place in the NHL for Columbus ","{'r and led the Blue Jackets to a second three @-@ game winning streak . In his fourth start , Columbus was shutout by the Coyotes despite a franchise @-@ record 54 shots on goal , losing 2 – 0 . The 54', ' the Blue Jackets in 2008 , but fell out of favor . He was waived , sent to the minors and eventually had his contract bought out . In order to replace the departed players , Columbus not only acquire', 'ted , they were defeated by the Edmonton Oilers 6 – 3 ; the loss clinched last place in the NHL for Columbus . It was the first time in franchise history the Blue Jackets finished in 30th place . \n Th', 'th a 2 – 0 shutout against the Colorado Avalanche . They proceeded to win their next game against the Phoenix Coyotes 5 – 2 , which marked the first time that the Blue Jackets posted back @-@ to @-@ b', ' and personally for [ his ] career . "" After the personnel changes , the Blue Jackets closed out the month with a three @-@ game losing streak . \n = = = March – April = = = \n Columbus started March wi'}",0.2894736842105263,0.7021276595744681
What were the circumstances surrounding Shawn Hunwick's one-day contract with the Blue Jackets?," When Mason was injured in warm @-@ ups late in the year , Columbus was without an active goaltender on their roster  To remedy the situation , the team signed former University of Michigan goaltender Shawn Hunwick to a one @-@ day , amateur tryout contract  After being eliminated from the NCAA Tournament just days prior , Hunwick skipped an astronomy class and drove his worn down 2003 Ford Ranger to Columbus to make the game  He served as the back @-@ up to Allen York during the game , and the following day , he signed a contract for the remainder of the year ","{'pations . \n A month later , on May 14 , the Blue Jackets announced that Richards would remain as head coach and signed him to a two @-@ year contract . During the press conference , Howson noted , "" O', ' the Blue Jackets in 2008 , but fell out of favor . He was waived , sent to the minors and eventually had his contract bought out . In order to replace the departed players , Columbus not only acquire', 'ateur tryout contract . After being eliminated from the NCAA Tournament just days prior , Hunwick skipped an astronomy class and drove his worn down 2003 Ford Ranger to Columbus to make the game . He ', 'served as the back @-@ up to Allen York during the game , and the following day , he signed a contract for the remainder of the year . With Mason returning from injury , Hunwick was third on the team ', ""'s depth chart when an injury to York allowed Hunwick to remain as the back @-@ up for the final two games of the year . In the final game of the season , the Blue Jackets were leading the Islanders 7""}",0.4649122807017544,0.7361111111111112
How were the observations carried out at the observatory under Mgr. Gilii's supervision?,"He carried out continuous meteorological observations ( twice a day at 6 AM and 2 PM ) conforming to the programme of the Mannheim Meteorological Society  While the observation records for seven years were published , the balance data in a manuscript form was preserved in the Vatican Library ","{""ety . While the observation records for seven years were published , the balance data in a manuscript form was preserved in the Vatican Library . Subsequent to Gilii 's death in 1821 , the observatory"", 'magnetic equipment , with a seismograph and a small transit and pendulum clock , ) was noted for the <unk> Telescope . The instrumentation facilitated recording of occurrences of eclipse , appearance ', ' in charge of the observatory from 1800 to 1821 . He carried out continuous meteorological observations ( twice a day at 6 AM and 2 PM ) conforming to the programme of the Mannheim Meteorological Soci', 'w Astronomical Library was housed in two rooms of the building . The two new <unk> machines were used for recording on the <unk> plates . The recorded observations were published along with explanator', 'he gendarmes , had a heliograph , with a camera attached , used to photograph the Sun ( <unk> ) . A new 16 @-@ inch visual telescope , called Torre Pio X , was erected in the second tower . As a resul'}",0.3853211009174312,0.9767441860465116
Where were the recording and mixing locations for Mariah Carey's song 'There's Got to Be a Way'?,"The track was recorded and engineered by Bob <unk> at Cove City Sound Studios and The Power Station , both located in New York City  It was mixed by David Frazer at Tarpan Studios in San Rafael","{'m in the United Kingdom . It was one of four songs Carey wrote with Ric Wake during their first recording session together , but "" There \'s Got to Be a Way "" was the only composition to make the final', 're \'s Got to Be a Way "" is a song by American singer and songwriter Mariah Carey from her self @-@ titled debut studio album ( 1990 ) . Columbia released it as the fifth and final single from the albu', 's Saves "" . \n = = Track listings = = \n "" There \'s Got to Be a Way "" ( Original album version ) – 4 : 52 \n "" There \'s Got to Be a Way "" ( 7 "" remix ) \n "" There \'s Got to Be a Way "" ( 12 "" remix ) \n "" T', 'itled debut studio album ( 1990 ) . It was written during Carey and Wake \'s first recording session together . They composed four songs , but only "" There \'s Got to Be a Way "" was chosen for the final', 'Mariah Carey in June 1990 , Billboard writer Trevor Anderson wrote a track @-@ by @-@ track review of the album in June 2015 . He noted that "" There \'s Got to Be a Way "" follows the same melodic tone '}",0.07,0.2413793103448276
What religious-themed artworks were produced by Barker for the Society for Promoting Christian Knowledge?,She published eight postcards and five guardian angel birthday cards for the Society for Promoting Christian Knowledge in 1916 and in 1923 respectively,"{'g the death of her sister in 1954 , Barker began designs for a stained glass memorial window depicting Christ preparing to wash the feet of his disciples . Her last religious @-@ themed work , it was ', 'r was a devout Anglican , and donated her artworks to Christian fundraisers and missionary organizations . She produced a few Christian @-@ themed books such as The Children ’ s Book of Hymns and , in', 'ntinue secular and sacred works , which she did . \n Barker continued to attend evening classes at the Croydon Art School between the 1920s and the 1940s , eventually receiving a teaching position . Sh', 'd works = = = \n Barker was a devout Christian , and produced religious @-@ themed works throughout her life . She published eight postcards and five guardian angel birthday cards for the Society for P', ""tasy illustrations depicting fairies and flowers . Barker 's art education began in girlhood with correspondence courses and instruction at the Croydon School of Art . Her earliest professional work i""}",0.13761467889908258,0.75
What alterations were made to the second tower when it was designated the seat of the Vatican Observatory?,"In 1891 , Pope Leo XIII , promulgating the motu proprio Ut <unk> , designated the second tower as the seat of the newly established Vatican Observatory , a decision which required altering the roof to provide a flat terrace for astronomical observations ","{"" a Latin inscription <unk> Vaticana at the entrance to the upper part of the tower , which was implemented by Cardinal <unk> with plans to enhance the instrumentation system in the tower 's observator"", 'o 1905 . In 1891 , Pope Leo XIII , promulgating the motu proprio Ut <unk> , designated the second tower as the seat of the newly established Vatican Observatory , a decision which required altering th', 'y . The original observatory was then set up above the second level of the tower with the agreement of Pope Pius VI . Its instrumentation , apart from many normal devices ( such as meteorological and ', ' It was then also known as the Tower of Winds . The tower is now called the "" <unk> Astronomica Vaticana "" , the Vatican Observatory . Four stages of progressive development have occurred since it was', ' on the tower was discontinued and the instruments were moved to the observatory at the Roman College . Established in 1787 , it was considered more suitable for making observations than the Vatican .'}",0.2803738317757009,0.8571428571428571
What was the impact of Blue Jackets' losing streaks on their season standings?,"They immediately matched their four @-@ game win streak with a four @-@ game losing streak and with ten games remaining , the Blue Jackets were the first team eliminated from playoff contention  Shortly after being eliminated , they were defeated by the Edmonton Oilers 6 – 3 ; the loss clinched last place in the NHL for Columbus  It was the first time in franchise history the Blue Jackets finished in 30th place","{'d their four @-@ game win streak with a four @-@ game losing streak and with ten games remaining , the Blue Jackets were the first team eliminated from playoff contention . Shortly after being elimina', 'th a 2 – 0 shutout against the Colorado Avalanche . They proceeded to win their next game against the Phoenix Coyotes 5 – 2 , which marked the first time that the Blue Jackets posted back @-@ to @-@ b', 'win over the Los Angeles Kings before it came to an end with a 4 – 1 loss to the St. Louis Blues . It was the only four @-@ game win streak of the season for the Blue Jackets . They immediately matche', 'rtime . During the season Columbus managed only two winning streaks of three or more games . One of which came towards the end of the year helping the Blue Jackets finish with 65 points , the third wo', ' and personally for [ his ] career . "" After the personnel changes , the Blue Jackets closed out the month with a three @-@ game losing streak . \n = = = March – April = = = \n Columbus started March wi'}",0.32432432432432434,0.6666666666666666
"Who composed the music for Valkyria Chronicles III, and what was unique about the musical themes?"," The music was composed by Hitoshi Sakimoto , who had also worked on the previous Valkyria Chronicles games  When he originally heard about the project , he thought it would be a light tone similar to other Valkyria Chronicles games , but found the themes much darker than expected  The battle themes were designed around the concept of a "" modern battle "" divorced from a fantasy scenario by using modern musical instruments , constructed to create a sense of atonality ","{""the development team considered Valkyria Chronicles III to be the series ' first true sequel : while Valkyria Chronicles II had required a large amount of trial and error during development due to the"", 'ng with an expanded edition in November of that year . It was also adapted into manga and an original video animation series . Due to low sales of Valkyria Chronicles II , Valkyria Chronicles III was ', ', returned to that role for Valkyria Chronicles III . Development work took approximately one year . After the release of Valkyria Chronicles II , the staff took a look at both the popular response fo', ' for the PlayStation 4 . \n = = Gameplay = = \n As with previous <unk> Chronicles games , Valkyria Chronicles III is a tactical role @-@ playing game where players take control of a military unit and ta', 's . 4Gamer.net writer Naohiko <unk> , in a "" Play Test "" article based on the game \'s PSN demo , felt that Valkyria Chronicles III provided a "" profound feeling of closure "" for the Valkyria Chronicle'}",0.14018691588785046,0.25
What cards did she design for the Society for Promoting Christian Knowledge?,She published eight postcards and five guardian angel birthday cards for the Society for Promoting Christian Knowledge in 1916 and in 1923 respectively,"{"" New Epiphany ; Society for the Preservation of Christian Knowledge , 1919 \n 43 Annuals ; Blackie , 1920s , 1930s \n = = = Religious works = = = \n St. Cecily 's Garden ; 1920 \n Cradle roll design ; St."", ""S. Harvey , 1918 \n Guardian Angel ; Society for the Preservation of Christian Knowledge , 1923 \n Christmas cards ; Girls ' Friendly Society , 1920s , 1930s \n Christmas cards ( US ) ; Barton @-@ Colton"", 'r was a devout Anglican , and donated her artworks to Christian fundraisers and missionary organizations . She produced a few Christian @-@ themed books such as The Children ’ s Book of Hymns and , in', ""romoting Christian Knowledge in 1916 and in 1923 respectively . Christmas cards were designed for The Girls ' Friendly Society over a 20 @-@ year period , and the first three designs sold out a combin"", 'd works = = = \n Barker was a devout Christian , and produced religious @-@ themed works throughout her life . She published eight postcards and five guardian angel birthday cards for the Society for P'}",0.18811881188118812,0.95
What was the fate of the ship Atlanta after it was sold to Haiti?,"Several years after the end of the war , Atlanta was sold to Haiti , but was lost at sea in December 1869 on her delivery voyage ","{' @.@ 4 km ) of the two Union ships , she fired one round from her bow gun that passed over Weehawken and landed near Nahant . Shortly afterward , Atlanta ran aground on a sandbar ; she was briefly abl', 'as captured by two Union monitors in 1863 when she ran aground . Atlanta was floated off , repaired , and rearmed , serving in the Union Navy for the rest of the war . She spent most of her time deplo', ""it either Union ship , and was hard aground with high tide not due for another hour and a half . Weehawken and Nahant were able to freely maneuver into positions from which the Atlanta 's narrow gun p"", 'yed on the James River supporting Union forces there . The ship was decommissioned in 1865 and placed in reserve . Several years after the end of the war , Atlanta was sold to Haiti , but was lost at ', 've been made since . \n = = Major intersections = = \n = USS Atlanta ( 1861 ) = \n Atlanta was a casemate ironclad that served in the Confederate and Union Navies during the American Civil War . She was '}",0.1557377049180328,0.7916666666666666
What international competitions has the Gambia women's national football team not participated in?,"The team has not participated in major regional and international tournaments , including the Women 's World Cup , the 2010 African Women 's Championship or the 2011 All @-@ Africa Games ","{""pionship in 2002 . The Gambia 's first match was against Morocco , but the team withdrew from the competition . \n = = Background and development = = \n The development of women 's football in Africa fa"", ""onal football team = \n The Gambia women 's national football team represents the Gambia in international football competition . The team , however , has not competed in a match recognised by FIFA , th"", ""e sport 's international governing body , despite that organised women 's football has been played in the country since 1998 . The Gambia has two youth teams , an under @-@ 17 side that has competed i"", 'e team was unranked by FIFA , and as of the following month the Gambia had not played in a FIFA @-@ sanctioned match . The team has not participated in major regional and international tournaments , i', ""was active on both the national and scholastic levels by 2009 . There are four staffers dedicated to women 's football in the Gambia Football Association , and representation of women on the board is ""}",0.1797752808988764,0.5925925925925926
How are points calculated for players in NHL statistics?," In ice hockey , a combination of a player 's goals and assists are collectively called points ","{' Wisniewski . Wisniewski scored a career high 51 points during the 2010 – 11 season , splitting time between the New York Islanders and Montreal Canadiens . The point total was fifth @-@ highest in th', ' = \n Games played in ; G \n = Goals ; A = \n Assists ; Pts \n = Points ; PIM = \n Penalty minutes ; + / - = Plus / minus \n = = = Goaltenders = = = \n Note : GP \n = Games Played ; TOI = \n Time On Ice ( minu', ""ertime / shootout loss ( 1 point ) . \n = = Player statistics = = \n In ice hockey , a combination of a player 's goals and assists are collectively called points . Penalty minutes are the total number "", 'though some in game situations will not effect the statistic . Below is a listing of all player statistics for the Blue Jackets during the season . \n = = = Skaters = = = \n Note : Pos \n = Position ; GP', 'of minutes assigned to a player for infractions assessed during the <unk> @-@ minus is a statistic that tracks when a player was on the ice while goals were scored , both for and against their team , '}",0.1391304347826087,1.0
What are the various public uses of the Tower Building from 1911 through 1936?,"The Tower Building served as headquarters for the United Confederate Veterans Reunion , May 15 – 18 , 1911  In 1912 , the second floor of the Tower Building became Little Rock 's first public library  In 1936 , Works Progress Administration built the Museum of Fine Arts , now called the Arkansas Arts Center , just south of the Tower Building ","{'bellished with scientific designs . The tower still remains today , but has undergone improvements over the centuries . \n = = Second stage = = \n The second stage of construction in the 17th and 18th c', ' first established . The tower was an edifice of great value for astronomical observations made using a sundial as they provided essential confirmation of the need to reform the Julian calendar . \n = ', 'n Room . "" \n Except for Asthetic Club meetings , the Tower Building remained largely unoccupied for almost fifty years and suffered significant deterioration . The Asthetic Club provided much @-@ need', '0 @,@ 000 . Work began on the Tower Building in 1840 , and it was the first permanent structure of the arsenal to be built . Being originally constructed to store ammunition , the building was designe', 'g and the surrounding park were used for many public purposes throughout the early 20th century . The Tower Building served as headquarters for the United Confederate Veterans Reunion , May 15 – 18 , '}",0.19130434782608696,0.5
"Who was in charge of the observatory from 1800 to 1821, and what were the primary tasks conducted under his management?","Gilii , highly respected as a polyglot with a knowledge of physics , biology , archeology and the Hebrew language , was in charge of the observatory from 1800 to 1821  He carried out continuous meteorological observations ( twice a day at 6 AM and 2 PM ) conforming to the programme of the Mannheim Meteorological Society ","{""ety . While the observation records for seven years were published , the balance data in a manuscript form was preserved in the Vatican Library . Subsequent to Gilii 's death in 1821 , the observatory"", 'magnetic equipment , with a seismograph and a small transit and pendulum clock , ) was noted for the <unk> Telescope . The instrumentation facilitated recording of occurrences of eclipse , appearance ', ' in charge of the observatory from 1800 to 1821 . He carried out continuous meteorological observations ( twice a day at 6 AM and 2 PM ) conforming to the programme of the Mannheim Meteorological Soci', 'y . The original observatory was then set up above the second level of the tower with the agreement of Pope Pius VI . Its instrumentation , apart from many normal devices ( such as meteorological and ', ' on the tower was discontinued and the instruments were moved to the observatory at the Roman College . Established in 1787 , it was considered more suitable for making observations than the Vatican .'}",0.330188679245283,0.7777777777777778
Who collaborated with Dorothy Barker on book publications?," Our Darling ’ s First Book ( written in collaboration with Dorothy Barker ) ; Blackie , 1929   He Leadeth Me ( written in collaboration with Dorothy Barker ) ; Blackie , 1936 ","{'e Summer in 1925 that Barker received royalties for her work . Mary Violet Clayton Calthrop , wife of author Dion Clayton Calthrop , wrote in April 1925 about Barker and Flower Fairies of the Spring :', ""@ themed , He Leadeth Me . In 1954 Dorothy Barker died of a heart attack . Barker was unable to pursue her art to any significant extent following her sister 's death , as all the care of her aged mot"", ' that a winter collection was assembled from her remaining work and published posthumously . \n = = Biography = = \n = = = Early life = = = \n Barker was born the second daughter and youngest child of Wa', 'd works = = = \n Barker was a devout Christian , and produced religious @-@ themed works throughout her life . She published eight postcards and five guardian angel birthday cards for the Society for P', ""ork . She claimed to paint instinctively and rejected artistic theories . Barker died in 1973 . Though she published Flower Fairy books with spring , summer , and autumn themes , it wasn 't until 1985""}",0.06896551724137931,0.36363636363636365
What were the key historical events that led to modifications at the Vatican Observatory during Pope Pius X's era?,The fourth stage involved remedying the problem of communicating between the two towers during the time of Pope Pius X. His plans were to make the Gregorian Tower into a historical tower and to record and carry out observations at the second tower by linking the two towers along the fortified wall with a 83 metres ( 272 ft ) iron bridge spanning the gap,"{'e Pius X. His plans were to make the Gregorian Tower into a historical tower and to record and carry out observations at the second tower by linking the two towers along the fortified wall with a 83 m', '( who was credited with building the Apostolic Palace ) mainly to promote the study of astronomy for the Gregorian Calendar Reform which was commissioned by Pope Gregory XIII and promulgated in 1582 .', 'o 1905 . In 1891 , Pope Leo XIII , promulgating the motu proprio Ut <unk> , designated the second tower as the seat of the newly established Vatican Observatory , a decision which required altering th', 'y . The original observatory was then set up above the second level of the tower with the agreement of Pope Pius VI . Its instrumentation , apart from many normal devices ( such as meteorological and ', ' It was then also known as the Tower of Winds . The tower is now called the "" <unk> Astronomica Vaticana "" , the Vatican Observatory . Four stages of progressive development have occurred since it was'}",0.29914529914529914,0.6862745098039216
What mediums did Barker use in her artwork?," Barker worked principally in watercolor with pen @-@ and @-@ ink , but she was equally competent in black @-@ and @-@ white , in oils , and in pastels ","{'me , was purchased by Queen Mary . \n Barker was equally proficient in watercolour , pen and ink , oils , and pastels . Kate Greenaway and the Pre @-@ Raphaelites were the principal influences on her w', 'd works = = = \n Barker was a devout Christian , and produced religious @-@ themed works throughout her life . She published eight postcards and five guardian angel birthday cards for the Society for P', ' remarked , "" Her drawings show a remarkable freedom of spirit . She has distinct promise . "" \n Following her father ’ s death in June 1912 , the seventeen @-@ year @-@ old Barker submitted art and po', ""ork . She claimed to paint instinctively and rejected artistic theories . Barker died in 1973 . Though she published Flower Fairy books with spring , summer , and autumn themes , it wasn 't until 1985"", ""tasy illustrations depicting fairies and flowers . Barker 's art education began in girlhood with correspondence courses and instruction at the Croydon School of Art . Her earliest professional work i""}",0.10569105691056911,0.65
"Who developed, produced, directed, and wrote the anime adaptation of Valkyria Chronicles III?","It was developed by A @-@ 1 Pictures , produced by Shinji <unk> , directed by Nobuhiro Kondō , and written by Hiroshi <unk> ","{""the development team considered Valkyria Chronicles III to be the series ' first true sequel : while Valkyria Chronicles II had required a large amount of trial and error during development due to the"", 'ng with an expanded edition in November of that year . It was also adapted into manga and an original video animation series . Due to low sales of Valkyria Chronicles II , Valkyria Chronicles III was ', ', returned to that role for Valkyria Chronicles III . Development work took approximately one year . After the release of Valkyria Chronicles II , the staff took a look at both the popular response fo', 's . 4Gamer.net writer Naohiko <unk> , in a "" Play Test "" article based on the game \'s PSN demo , felt that Valkyria Chronicles III provided a "" profound feeling of closure "" for the Valkyria Chronicle', 'a Chronicles III began after development finished on Valkyria Chronicles II in early 2010 , with full development beginning shortly after this . The director of Valkyria Chronicles II , Takeshi Ozawa '}",0.049019607843137254,0.2777777777777778
What were the outcomes of the Columbus Blue Jackets' games during their first three-game win streak of the season?,Columbus again defeated the Coyotes three days later to earn their first three @-@ game win streak of the season,"{'d their four @-@ game win streak with a four @-@ game losing streak and with ten games remaining , the Blue Jackets were the first team eliminated from playoff contention . Shortly after being elimina', 'rtime . During the season Columbus managed only two winning streaks of three or more games . One of which came towards the end of the year helping the Blue Jackets finish with 65 points , the third wo', 'win over the Los Angeles Kings before it came to an end with a 4 – 1 loss to the St. Louis Blues . It was the only four @-@ game win streak of the season for the Blue Jackets . They immediately matche', 'th a 2 – 0 shutout against the Colorado Avalanche . They proceeded to win their next game against the Phoenix Coyotes 5 – 2 , which marked the first time that the Blue Jackets posted back @-@ to @-@ b', ' and personally for [ his ] career . "" After the personnel changes , the Blue Jackets closed out the month with a three @-@ game losing streak . \n = = = March – April = = = \n Columbus started March wi'}",0.11711711711711711,0.7222222222222222
